"","X","Timestamp","counter.1","counter.2","rain","temp","wetb","dewpt","vappr","rhum","msl","wdsp","wddir","ww","w","sun","vis","clht","clamt","NO2","date","hour","school_term","weekday_iso"
"5614",5614,"05-06-2024 17:00",519,2716,0,13.8,9.1,3.5,7.8,49,1016.7,10,270,2,11,0.1,40000,60,7,6.779333333,2024-06-05,17,1,3
"5615",5615,"05-06-2024 18:00",454,2385,0,13.2,8.9,3.6,8,52,1016.6,10,290,2,11,0,40000,50,7,9.295333333,2024-06-05,18,1,3
"5616",5616,"05-06-2024 19:00",424,1846,0,12.4,8.9,4.7,8.6,60,1016.8,10,290,2,11,0,40000,50,7,9.679,2024-06-05,19,1,3
"5617",5617,"05-06-2024 20:00",347,1371,0,11.7,8.2,3.8,8.1,59,1016.8,9,300,2,11,0,40000,50,7,12.05266667,2024-06-05,20,1,3
"5618",5618,"05-06-2024 21:00",208,949,0,11,8,4.4,8.3,63,1017,9,300,2,11,0,40000,60,6,12.011,2024-06-05,21,1,3
"5619",5619,"05-06-2024 22:00",145,558,0,10.3,8,5.2,8.9,71,1017.7,9,320,2,11,0,35000,50,7,10.26933333,2024-06-05,22,1,3
"5620",5620,"05-06-2024 23:00",89,404,0,9.8,7.8,5.3,9,74,1018.3,8,300,2,11,0,35000,60,7,9.3,2024-06-05,23,1,3
"5621",5621,"06-06-2024 00:00",57,228,0,8.6,7,5.1,8.7,78,1018.6,7,300,2,11,0,25000,160,4,9.387666667,2024-06-06,0,1,4
"5622",5622,"06-06-2024 01:00",29,165,0,8.1,6.6,4.6,8.5,79,1018.6,6,300,2,11,0,20000,999,3,7.301,2024-06-06,1,1,4
"5623",5623,"06-06-2024 02:00",13,120,0,7.1,6.1,4.9,8.6,85,1018.6,5,280,2,11,0,25000,999,3,7.352333333,2024-06-06,2,1,4
"5624",5624,"06-06-2024 03:00",17,136,0,7.6,6.5,5.2,8.8,84,1018.6,7,290,2,11,0,20000,999,3,7.176333333,2024-06-06,3,1,4
"5625",5625,"06-06-2024 04:00",24,208,0,7.1,6.1,4.9,8.6,85,1018.6,5,280,2,11,0,20000,40,4,6.891,2024-06-06,4,1,4
"5626",5626,"06-06-2024 05:00",63,432,0,8,6.8,5.2,8.9,83,1018.8,7,300,2,11,0,20000,39,7,6.604,2024-06-06,5,1,4
"5627",5627,"06-06-2024 06:00",210,1199,0,8.4,7,5.3,8.9,81,1019,6,300,2,11,0,20000,50,7,7.834333333,2024-06-06,6,1,4
"5628",5628,"06-06-2024 07:00",666,2366,0,8.6,7.2,5.6,9,81,1019.3,5,300,2,11,0,35000,50,7,9.498,2024-06-06,7,1,4
"5629",5629,"06-06-2024 08:00",867,2682,0,9.2,7.8,6.1,9.5,81,1019.5,5,280,2,11,0.5,25000,999,3,10.94961538,2024-06-06,8,1,4
"5630",5630,"06-06-2024 09:00",725,2385,0,10.7,8.4,5.7,9.2,71,1019.6,8,290,2,11,0,25000,50,5,6.268275862,2024-06-06,9,1,4
"5631",5631,"06-06-2024 10:00",628,2206,0,11.6,8.3,4.3,8.3,61,1020,8,290,2,11,0.4,25000,50,5,5.491764706,2024-06-06,10,1,4
"5632",5632,"06-06-2024 11:00",603,2168,0,12.5,8.4,3.2,7.7,53,1019.8,7,310,2,11,0.5,30000,250,4,6.138,2024-06-06,11,1,4
"5633",5633,"06-06-2024 12:00",735,2452,0,13.2,8.8,3.5,7.8,51,1019.9,6,270,2,11,0,50000,50,6,5.722,2024-06-06,12,1,4
"5634",5634,"06-06-2024 13:00",711,2496,0,13.2,9.3,4.7,8.6,57,1020.1,7,270,2,11,0.1,40000,60,7,6.111,2024-06-06,13,1,4
"5635",5635,"06-06-2024 14:00",740,2473,0,13.2,9.6,5.5,9.1,60,1020.3,8,250,2,11,0,30000,60,7,10.133,2024-06-06,14,1,4
"5636",5636,"06-06-2024 15:00",825,2711,0,12.4,9.3,5.7,9.2,64,1020.3,9,260,25,82,0,20000,60,7,10.41666667,2024-06-06,15,1,4
"5637",5637,"06-06-2024 16:00",908,2687,0,13,9.7,6,9.4,63,1020.2,11,250,2,82,0,50000,30,7,13.002,2024-06-06,16,1,4
"5638",5638,"06-06-2024 17:00",862,2784,0,11.3,9.3,7.2,10.1,76,1020.2,9,270,80,82,0.1,20000,25,7,10.57071429,2024-06-06,17,1,4
"5639",5639,"06-06-2024 18:00",678,2505,0,13.1,10.1,7,10,66,1019.6,8,240,25,82,0.4,25000,60,6,7.616896552,2024-06-06,18,1,4
"5640",5640,"06-06-2024 19:00",613,2067,0,13.3,10.7,8,10.8,71,1019.6,8,230,1,82,0.4,20000,50,6,7.949666667,2024-06-06,19,1,4
"5641",5641,"06-06-2024 20:00",448,1383,0,13,10.6,8.2,10.9,73,1019.6,5,240,2,11,0.1,40000,45,7,8.246,2024-06-06,20,1,4
"5642",5642,"06-06-2024 21:00",344,973,0,12.5,10.3,8,10.8,74,1019.7,7,240,2,11,0,25000,50,5,10.83666667,2024-06-06,21,1,4
"5643",5643,"06-06-2024 22:00",233,1018,0,11.6,9.9,8.2,10.8,79,1019.9,7,250,2,11,0,30000,50,7,11.37966667,2024-06-06,22,1,4
"5644",5644,"06-06-2024 23:00",173,648,0,10.6,9.5,8.4,11,86,1020.1,5,230,2,11,0,30000,45,7,11.141,2024-06-06,23,1,4
"5645",5645,"07-06-2024 00:00",105,338,0,10.4,9.3,8.1,10.8,86,1020.1,6,250,2,11,0,30000,45,7,8.437666667,2024-06-07,0,1,5
"5646",5646,"07-06-2024 01:00",98,220,0,9.8,9.1,8.4,11,91,1020,6,230,2,11,0,30000,40,7,10.63066667,2024-06-07,1,1,5
"5647",5647,"07-06-2024 02:00",83,156,0,10.3,9.8,9.3,11.7,94,1019.8,6,230,2,11,0,30000,28,7,8.651333333,2024-06-07,2,1,5
"5648",5648,"07-06-2024 03:00",70,132,0,10.1,9.9,9.6,12,97,1019.5,6,230,2,11,0,30000,28,6,6.749666667,2024-06-07,3,1,5
"5649",5649,"07-06-2024 04:00",21,282,0,9.8,9.6,9.3,11.8,97,1019,5,230,2,11,0,30000,30,6,5.994333333,2024-06-07,4,1,5
"5650",5650,"07-06-2024 05:00",37,390,0,9.5,9,8.5,11.1,93,1019.1,5,240,2,11,0,35000,33,6,6.949,2024-06-07,5,1,5
"5651",5651,"07-06-2024 06:00",84,1078,0,9.5,8.6,7.6,10.4,88,1019,5,250,2,11,0.6,35000,240,5,6.99137931,2024-06-07,6,1,5
"5652",5652,"07-06-2024 07:00",191,2083,0,10,8.9,7.8,10.5,86,1019.2,4,250,2,11,0.7,40000,220,6,8.11862069,2024-06-07,7,1,5
"5653",5653,"07-06-2024 08:00",298,2593,0,11,9.4,7.8,10.5,80,1019.4,5,240,2,11,0.7,50000,999,3,7.706451613,2024-06-07,8,1,5
"5654",5654,"07-06-2024 09:00",438,2207,0,11.3,9.6,7.7,10.6,79,1019.8,6,230,2,11,0,40000,32,7,8.052333333,2024-06-07,9,1,5
"5655",5655,"07-06-2024 10:00",541,2119,0,11.6,9.7,7.8,10.5,77,1019.8,7,240,2,11,0.1,40000,30,7,6.160666667,2024-06-07,10,1,5
"5656",5656,"07-06-2024 11:00",617,2287,0,12.9,10.3,7.5,10.4,70,1019.6,6,230,2,11,0,30000,30,7,5.418,2024-06-07,11,1,5
"5657",5657,"07-06-2024 12:00",671,2546,0,14.2,11.3,8.5,11.1,68,1019.2,7,220,2,11,0,40000,38,6,6.499666667,2024-06-07,12,1,5
"5658",5658,"07-06-2024 13:00",601,2746,0,15.1,11.9,8.9,11.4,66,1018.8,9,230,2,11,0.1,50000,26,6,5.865666667,2024-06-07,13,1,5
"5659",5659,"07-06-2024 14:00",601,2711,0,15.4,12.3,9.5,11.8,68,1018.4,10,240,2,11,0.1,40000,24,5,6.890333333,2024-06-07,14,1,5
"5660",5660,"07-06-2024 15:00",560,2739,0,15.4,12.3,9.5,11.8,68,1017.9,10,240,2,11,0,50000,22,5,6.468666667,2024-06-07,15,1,5
"5661",5661,"07-06-2024 16:00",557,2785,0,15.8,12.4,9.2,11.7,65,1017.5,12,270,2,11,0,50000,22,5,5.571,2024-06-07,16,1,5
"5662",5662,"07-06-2024 17:00",511,2769,0,15.7,12.2,8.9,11.4,64,1017.1,12,270,2,11,0,40000,40,5,4.539333333,2024-06-07,17,1,5
"5663",5663,"07-06-2024 18:00",464,2322,0,15.7,12.1,8.6,11.2,63,1016.8,11,270,2,11,0.2,40000,28,5,5.223,2024-06-07,18,1,5
"5664",5664,"07-06-2024 19:00",402,1963,0,15,12.1,9.4,11.8,69,1016.7,11,280,2,11,0.4,40000,40,5,9.741333333,2024-06-07,19,1,5
"5665",5665,"07-06-2024 20:00",342,1482,0,14.3,11.7,9.2,11.7,72,1016.9,10,270,2,11,0.2,40000,34,7,11.82366667,2024-06-07,20,1,5
"5666",5666,"07-06-2024 21:00",249,1057,0,13,10.9,8.9,11.4,76,1017.2,9,310,2,11,0.1,30000,220,7,11.25633333,2024-06-07,21,1,5
"5667",5667,"07-06-2024 22:00",201,833,0,12.2,10.4,8.5,11.2,79,1017.6,8,300,2,11,0,35000,26,7,10.159,2024-06-07,22,1,5
"5668",5668,"07-06-2024 23:00",207,803,0,11.8,10.2,8.6,11.2,81,1017.5,10,300,2,11,0,30000,20,7,8.629,2024-06-07,23,1,5
"5669",5669,"08-06-2024 00:00",55,481,0,11.4,9.8,8.2,10.8,80,1017.3,8,300,2,11,0,30000,26,7,9.393333333,2024-06-08,0,1,6
"5670",5670,"08-06-2024 01:00",25,307,0,10.9,9.7,8.5,11.1,85,1017.3,6,280,2,11,0,35000,30,4,8.460666667,2024-06-08,1,1,6
"5671",5671,"08-06-2024 02:00",27,234,0,10.9,9.8,8.7,11.2,86,1017,7,280,2,11,0,35000,28,7,8.779333333,2024-06-08,2,1,6
"5672",5672,"08-06-2024 03:00",11,269,0,10.4,9.5,8.5,11.1,88,1016.8,7,260,2,11,0,35000,25,6,5.81,2024-06-08,3,1,6
"5673",5673,"08-06-2024 04:00",30,262,0,9.7,8.8,7.8,10.6,88,1016.4,4,250,2,11,0,35000,45,5,6.1246875,2024-06-08,4,1,6
"5674",5674,"08-06-2024 05:00",54,224,0,10.1,9.1,8,10.8,87,1015.7,6,250,2,11,0,30000,20,7,6.874827586,2024-06-08,5,1,6
"5675",5675,"08-06-2024 06:00",165,488,0,10.2,9.3,8.4,11,88,1015.6,8,260,2,11,0,20000,35,7,7.669259259,2024-06-08,6,1,6
"5676",5676,"08-06-2024 07:00",539,836,0,10.5,9.8,9.1,11.5,91,1015.6,8,250,20,52,0.1,25000,35,7,7.096666667,2024-06-08,7,1,6
"5677",5677,"08-06-2024 08:00",715,1259,0,11.6,10.6,9.7,12,88,1016.1,7,240,80,82,0,9000,25,7,7.260666667,2024-06-08,8,1,6
"5678",5678,"08-06-2024 09:00",619,1820,0,11,10.3,9.6,12,91,1016.9,12,310,25,82,0.4,30000,25,7,6.039666667,2024-06-08,9,1,6
"5679",5679,"08-06-2024 10:00",588,2144,0,12.5,9.5,6.1,9.5,65,1016.9,14,330,25,81,0.8,40000,999,2,4.539333333,2024-06-08,10,1,6
"5680",5680,"08-06-2024 11:00",571,2528,0,13.9,9.9,5.5,9,57,1016.8,14,320,2,11,0.5,40000,30,5,4.756,2024-06-08,11,1,6
"5681",5681,"08-06-2024 12:00",648,2544,0,13.8,9.5,4.5,8.4,53,1017.1,14,320,2,11,0.4,60000,30,5,4.564333333,2024-06-08,12,1,6
"5682",5682,"08-06-2024 13:00",647,2412,0,14.4,9.8,4.6,8.4,51,1017.5,14,330,2,81,0.7,60000,35,5,4.102333333,2024-06-08,13,1,6
"5683",5683,"08-06-2024 14:00",663,2323,0,15.8,10.3,4.1,8.1,45,1017.4,12,330,2,11,1,60000,999,3,4.472666667,2024-06-08,14,1,6
"5684",5684,"08-06-2024 15:00",670,2223,0,16.2,10.8,4.9,8.6,47,1017.6,12,330,2,11,1,60000,999,3,4.811333333,2024-06-08,15,1,6
"5685",5685,"08-06-2024 16:00",842,2192,0,17,11.1,4.5,8.5,44,1017.8,11,320,2,11,0.5,40000,40,4,4.973333333,2024-06-08,16,1,6
"5686",5686,"08-06-2024 17:00",760,1997,0,16.5,10.5,3.7,7.9,42,1017.8,12,320,2,11,1,40000,999,2,5.455666667,2024-06-08,17,1,6
"5687",5687,"08-06-2024 18:00",593,1937,0,15.9,10.1,3.4,7.7,43,1018.1,11,330,2,11,1,40000,999,1,6.489,2024-06-08,18,1,6
"5688",5688,"08-06-2024 19:00",481,1630,0,15.6,10.2,4.1,8.1,46,1018.1,12,310,2,11,1,60000,999,1,10.511,2024-06-08,19,1,6
"5689",5689,"08-06-2024 20:00",402,1235,0,14.1,9.2,3.3,7.7,48,1018.2,15,310,2,11,1,50000,999,1,13.73433333,2024-06-08,20,1,6
"5690",5690,"08-06-2024 21:00",298,938,0,12.5,8.6,3.8,8.1,56,1019,14,320,2,11,0.6,40000,999,1,17.11633333,2024-06-08,21,1,6
"5691",5691,"08-06-2024 22:00",138,853,0,10.7,7.8,4.2,8.3,64,1019.9,13,320,2,11,0,30000,999,1,16.39866667,2024-06-08,22,1,6
"5692",5692,"08-06-2024 23:00",93,692,0,9.8,7.2,4,8.1,67,1020,12,320,2,11,0,20000,999,1,15.13733333,2024-06-08,23,1,6
"5693",5693,"09-06-2024 00:00",79,535,0,9.3,7,4,8.2,70,1020.2,7,310,2,11,0,20000,999,1,11.381,2024-06-09,0,1,7
"5694",5694,"09-06-2024 01:00",33,367,0,8.9,6.8,4.2,8.2,72,1019.9,9,340,2,11,0,20000,999,1,12.55833333,2024-06-09,1,1,7
"5695",5695,"09-06-2024 02:00",25,308,0,8.4,6.6,4.4,8.3,75,1019.7,6,320,2,11,0,20000,999,1,12.684,2024-06-09,2,1,7
"5696",5696,"09-06-2024 03:00",30,250,0,8.8,7.1,5,8.7,77,1019.4,6,320,2,11,0,20000,999,2,10.02233333,2024-06-09,3,1,7
"5697",5697,"09-06-2024 04:00",20,231,0,9.4,7.8,5.8,9.3,79,1018.9,8,300,2,11,0,20000,33,6,8.410666667,2024-06-09,4,1,7
"5698",5698,"09-06-2024 05:00",59,174,0,8.8,7.6,6.3,9.5,84,1018.5,6,300,2,11,0,25000,999,1,7.936875,2024-06-09,5,1,7
"5699",5699,"09-06-2024 06:00",197,331,0,9.1,7.9,6.6,9.7,84,1018.3,6,280,2,11,0.3,25000,999,1,6.93,2024-06-09,6,1,7
"5700",5700,"09-06-2024 07:00",673,564,0,9.7,8.2,6.4,9.7,80,1018.2,9,300,2,11,0.7,30000,999,2,5.390666667,2024-06-09,7,1,7
"5701",5701,"09-06-2024 08:00",874,776,0,11,8.8,6.4,9.6,73,1018.2,10,300,2,11,0.8,30000,140,4,4.798333333,2024-06-09,8,1,7
"5702",5702,"09-06-2024 09:00",715,986,0,11.8,8.8,5.4,8.9,65,1018,12,290,2,11,0.6,30000,90,4,4.554333333,2024-06-09,9,1,7
"5703",5703,"09-06-2024 10:00",617,1391,0,13.4,9.9,6.1,9.4,61,1017.9,12,290,2,11,0.7,40000,80,5,4.869666667,2024-06-09,10,1,7
"5704",5704,"09-06-2024 11:00",646,1863,0,14.2,10.7,7,10.1,62,1017.7,13,280,2,11,1,40000,999,3,4.449,2024-06-09,11,1,7
"5705",5705,"09-06-2024 12:00",699,2032,0,15.4,11.5,7.6,10.4,60,1017.1,12,290,2,11,0.6,45000,240,6,4.247,2024-06-09,12,1,7
"5706",5706,"09-06-2024 13:00",708,2182,0,15.8,11.5,7.2,10.1,56,1016.8,11,270,2,11,0.3,45000,220,6,5.707333333,2024-06-09,13,1,7
"5707",5707,"09-06-2024 14:00",730,2320,0,16.6,12.2,8,10.7,57,1016,12,290,2,11,1,45000,240,6,5.008666667,2024-06-09,14,1,7
"5708",5708,"09-06-2024 15:00",808,2149,0,17.2,12.9,8.9,11.4,58,1015.7,13,300,2,11,0.9,45000,240,7,6.182333333,2024-06-09,15,1,7
"5709",5709,"09-06-2024 16:00",886,1946,0,15.7,12.2,8.9,11.4,64,1015.8,16,290,2,11,0.3,40000,40,7,11.791,2024-06-09,16,1,7
"5710",5710,"09-06-2024 17:00",767,1830,0,14.6,12.1,9.9,12.1,73,1015.5,15,290,2,11,0.2,40000,38,7,7.277666667,2024-06-09,17,1,7
"5711",5711,"09-06-2024 18:00",624,1766,0,14.7,11.6,8.7,11.2,67,1015,15,290,2,11,0.1,40000,50,7,7.844,2024-06-09,18,1,7
"5712",5712,"09-06-2024 19:00",570,1556,0,14.6,11.5,8.4,11.1,67,1014.7,16,300,2,11,0.1,40000,100,7,7.409,2024-06-09,19,1,7
"5713",5713,"09-06-2024 20:00",452,989,0,13.9,11.1,8.4,11,69,1014.9,16,300,2,11,0,30000,26,7,9.419666667,2024-06-09,20,1,7
"5714",5714,"09-06-2024 21:00",347,763,0,13.2,10.8,8.3,11,73,1014.8,16,300,2,11,0,25000,22,7,7.894333333,2024-06-09,21,1,7
"5715",5715,"09-06-2024 22:00",271,889,0,12.9,10,7,10,67,1014.9,15,300,2,11,0,20000,35,7,6.043,2024-06-09,22,1,7
"5716",5716,"09-06-2024 23:00",165,572,0,12.3,10.1,7.8,10.6,74,1015.1,12,280,2,11,0,20000,35,7,8.264333333,2024-06-09,23,1,7
"5717",5717,"10-06-2024 00:00",156,297,0,11.9,10.3,8.6,11.2,81,1014.7,12,280,2,11,0,20000,18,7,10.09333333,2024-06-10,0,1,1
"5718",5718,"10-06-2024 01:00",99,153,0,11.6,10.3,9,11.5,84,1014.5,15,300,2,11,0,20000,90,7,9.963333333,2024-06-10,1,1,1
"5719",5719,"10-06-2024 02:00",97,123,0,11.1,10.6,10.1,12.4,94,1014.6,13,280,50,52,0,4000,5,7,10.957,2024-06-10,2,1,1
"5720",5720,"10-06-2024 03:00",84,172,1,10.7,10.4,10.2,12.4,96,1014.6,10,290,50,65,0,5000,3,7,5.8175,2024-06-10,3,1,1
"5721",5721,"10-06-2024 04:00",32,247,0.2,9.7,9.2,8.7,11.2,93,1015.5,11,330,21,65,0,20000,4,7,4.69,2024-06-10,4,1,1
"5722",5722,"10-06-2024 05:00",24,370,0,8.8,8,7,10.1,89,1016,10,350,2,11,0,20000,28,4,5.355,2024-06-10,5,1,1
"5723",5723,"10-06-2024 06:00",37,1021,0,8.1,7.4,6.5,9.7,90,1016.7,10,350,2,11,0.7,40000,999,1,8.142,2024-06-10,6,1,1
"5724",5724,"10-06-2024 07:00",136,2296,0,8.2,7.4,6.5,9.7,89,1017.3,10,330,3,65,0.5,45000,999,3,8.216,2024-06-10,7,1,1
"5725",5725,"10-06-2024 08:00",184,2694,0,8.4,7.5,6.4,9.6,88,1018,9,320,2,11,0.7,50000,170,4,7.056333333,2024-06-10,8,1,1
"5726",5726,"10-06-2024 09:00",272,2324,0,11,8.6,5.9,9.2,71,1018.6,11,330,2,11,1,50000,170,5,4.794333333,2024-06-10,9,1,1
"5727",5727,"10-06-2024 10:00",378,2014,0,11.5,8.7,5.4,9,66,1018.9,12,340,2,11,1,50000,170,5,4.76,2024-06-10,10,1,1
"5728",5728,"10-06-2024 11:00",569,2030,0,12.8,9.2,5.1,8.8,59,1019.1,14,340,2,11,0.4,50000,22,6,4.603571429,2024-06-10,11,1,1
"5729",5729,"10-06-2024 12:00",650,2191,0,14,9.7,4.9,8.6,54,1019.3,13,340,2,11,0.8,50000,23,6,6.799666667,2024-06-10,12,1,1
"5730",5730,"10-06-2024 13:00",625,2230,0,15.1,10.7,6,9.3,54,1019.4,12,340,2,11,0.4,50000,24,7,4.962413793,2024-06-10,13,1,1
"5731",5731,"10-06-2024 14:00",643,2258,0,15.1,9.9,3.7,8,47,1019.4,11,340,2,11,0.5,50000,25,7,6.315263158,2024-06-10,14,1,1
"5732",5732,"10-06-2024 15:00",691,2509,0,15.5,10.2,4.2,8.2,47,1019.4,11,340,2,11,0.5,50000,26,6,5.289666667,2024-06-10,15,1,1
"5733",5733,"10-06-2024 16:00",538,2657,0,15.7,10.5,4.6,8.5,48,1019.6,11,340,2,11,0.3,50000,27,7,7.51,2024-06-10,16,1,1
"5734",5734,"10-06-2024 17:00",544,2572,0,15.2,10.2,4.5,8.4,49,1019.5,10,340,2,11,0.4,50000,60,7,5.851,2024-06-10,17,1,1
"5735",5735,"10-06-2024 18:00",547,2063,0,16.8,10.9,4.2,8.3,43,1019.2,11,330,2,11,1,50000,50,4,8.054333333,2024-06-10,18,1,1
"5736",5736,"10-06-2024 19:00",465,1652,0,16.5,11,4.9,8.7,46,1019.4,11,310,2,11,0.8,50000,999,3,8.91,2024-06-10,19,1,1
"5737",5737,"10-06-2024 20:00",336,1177,0,15,10.5,5.7,9.1,53,1020.1,11,330,2,11,1,45000,999,2,13.08333333,2024-06-10,20,1,1
"5738",5738,"10-06-2024 21:00",248,862,0,14.1,10.2,5.9,9.3,58,1020.5,12,320,2,11,0.6,40000,999,1,16.27433333,2024-06-10,21,1,1
"5739",5739,"10-06-2024 22:00",164,626,0,12.5,9.5,6.3,9.5,65,1021.1,10,320,2,11,0,40000,999,1,16.26933333,2024-06-10,22,1,1
"5740",5740,"10-06-2024 23:00",101,475,0,11.1,8.9,6.4,9.6,73,1021.7,8,300,2,11,0,40000,999,1,12.942,2024-06-10,23,1,1
"5741",5741,"11-06-2024 00:00",51,372,0,10.5,8.5,6.1,9.5,75,1021.9,8,310,2,11,0,40000,999,1,7.185,2024-06-11,0,1,2
"5742",5742,"11-06-2024 01:00",42,158,0,9.5,7.2,4.2,8.3,70,1022.1,10,350,2,11,0,30000,999,1,7.444666667,2024-06-11,1,1,2
"5743",5743,"11-06-2024 02:00",37,94,0,8.6,6.6,3.9,8.1,73,1022.3,8,350,2,11,0,30000,999,1,6.854,2024-06-11,2,1,2
"5744",5744,"11-06-2024 03:00",29,179,0,7.8,6.1,3.9,8.1,76,1022.4,9,350,2,11,0,30000,999,1,5.911333333,2024-06-11,3,1,2
"5745",5745,"11-06-2024 04:00",30,249,0,7.4,6,4.1,8.2,80,1022.4,9,10,2,11,0,30000,999,1,7.194,2024-06-11,4,1,2
"5746",5746,"11-06-2024 05:00",63,492,0,7,5.7,4,8.1,81,1022.9,7,10,2,11,0,40000,999,1,9.923666667,2024-06-11,5,1,2
"5747",5747,"11-06-2024 06:00",221,1165,0,7.2,5.8,3.9,8.1,80,1023.1,7,10,2,11,0.9,45000,999,1,15.60966667,2024-06-11,6,1,2
"5748",5748,"11-06-2024 07:00",748,2355,0,8.4,6.6,4.4,8.3,75,1023.4,6,340,2,11,1,45000,999,1,15.55166667,2024-06-11,7,1,2
"5749",5749,"11-06-2024 08:00",1137,2746,0,9.4,7.4,4.9,8.7,74,1023.6,6,340,2,11,1,60000,999,1,8.686,2024-06-11,8,1,2
"5750",5750,"11-06-2024 09:00",831,2379,0,11.4,8.1,4.1,8.2,61,1023.9,7,340,2,11,1,50000,999,1,5.835666667,2024-06-11,9,1,2
"5751",5751,"11-06-2024 10:00",667,2037,0,12.1,8.5,4.2,8.2,58,1023.9,7,10,2,11,0.9,50000,999,1,6.801,2024-06-11,10,1,2
"5752",5752,"11-06-2024 11:00",636,1947,0,12.5,8.7,4.1,8.2,57,1023.9,7,310,2,11,0.6,40000,30,4,5.315333333,2024-06-11,11,1,2
"5753",5753,"11-06-2024 12:00",731,2251,0,13.4,8.9,3.5,7.8,51,1023.9,9,340,2,11,0.7,60000,35,5,4.997666667,2024-06-11,12,1,2
"5754",5754,"11-06-2024 13:00",941,2354,0,14.2,9.5,3.9,8.1,50,1023.9,9,340,2,11,0.6,60000,35,5,7.047,2024-06-11,13,1,2
"5755",5755,"11-06-2024 14:00",764,2452,0,15.2,9.3,1.8,7,41,1023.7,8,330,2,11,0.3,60000,60,5,7.076,2024-06-11,14,1,2
"5756",5756,"11-06-2024 15:00",877,2569,0,14.9,9.7,3.4,7.9,46,1023.9,9,330,2,11,0.4,50000,60,6,7.037666667,2024-06-11,15,1,2
"5757",5757,"11-06-2024 16:00",910,2798,0,16.1,10.3,3.6,7.9,43,1023.7,8,310,2,11,0.2,60000,60,6,7.711851852,2024-06-11,16,1,2
"5758",5758,"11-06-2024 17:00",840,2871,0,15.1,9.9,3.7,8,47,1023.6,9,330,2,11,0,60000,60,7,9.315,2024-06-11,17,1,2
"5759",5759,"11-06-2024 18:00",758,2450,0,15.2,10.3,4.7,8.6,50,1023.5,8,340,2,11,0.2,50000,60,7,8.185,2024-06-11,18,1,2
"5760",5760,"11-06-2024 19:00",561,1903,0,14.8,9.8,4.1,8.1,48,1023.5,7,340,2,11,0.4,50000,60,5,7.437333333,2024-06-11,19,1,2
"5761",5761,"11-06-2024 20:00",454,1282,0,14.6,9.9,4.5,8.4,51,1023.7,6,330,2,11,0.2,50000,60,7,12.643,2024-06-11,20,1,2
"5762",5762,"11-06-2024 21:00",403,1083,0,13.7,9.8,5.4,9,57,1024,8,330,2,11,0.2,45000,60,5,13.919,2024-06-11,21,1,2
"5763",5763,"11-06-2024 22:00",239,1140,0,12.5,9,4.8,8.7,60,1024.7,8,340,2,11,0,40000,999,3,13.41833333,2024-06-11,22,1,2
"5764",5764,"11-06-2024 23:00",136,677,0,11,8.3,5,8.8,67,1025.1,7,320,2,11,0,40000,999,3,11.63933333,2024-06-11,23,1,2
"5765",5765,"12-06-2024 00:00",148,287,0,10.2,7.8,4.9,8.7,70,1025,7,320,2,11,0,40000,999,2,9.927666667,2024-06-12,0,1,3
"5766",5766,"12-06-2024 01:00",94,149,0,9.9,7.6,4.9,8.6,71,1024.8,9,320,2,11,0,40000,999,3,9.303333333,2024-06-12,1,1,3
"5767",5767,"12-06-2024 02:00",66,66,0,9.3,7.3,4.8,8.6,74,1024.8,7,320,2,11,0,35000,999,3,10.09533333,2024-06-12,2,1,3
"5768",5768,"12-06-2024 03:00",38,111,0,8.4,6.9,5,8.7,79,1024.5,7,320,2,11,0,35000,999,3,7.364,2024-06-12,3,1,3
"5769",5769,"12-06-2024 04:00",21,239,0,7.3,6.4,5.2,8.9,87,1024.3,6,320,2,11,0,35000,999,3,6.957,2024-06-12,4,1,3
"5770",5770,"12-06-2024 05:00",51,462,0,7.5,6.7,5.6,9.2,88,1023.9,5,330,2,11,0,35000,999,1,8.921666667,2024-06-12,5,1,3
"5771",5771,"12-06-2024 06:00",223,1161,0,7.8,6.9,5.7,9.2,87,1024.2,6,320,2,11,0.8,35000,999,1,10.585,2024-06-12,6,1,3
"5772",5772,"12-06-2024 07:00",707,2384,0,8.3,7.3,6,9.4,86,1024.2,5,330,2,11,1,40000,999,1,16.71566667,2024-06-12,7,1,3
"5773",5773,"12-06-2024 08:00",1002,2825,0,9.9,8,5.8,9.2,75,1024.2,5,340,2,11,0.6,40000,200,6,20.034,2024-06-12,8,1,3
"5774",5774,"12-06-2024 09:00",767,2483,0,11.6,9.1,6.4,9.6,70,1024,3,330,2,11,1,40000,999,1,10.97333333,2024-06-12,9,1,3
"5775",5775,"12-06-2024 10:00",684,2054,0,13,9.8,6.3,9.6,64,1023.7,3,150,2,11,0.9,40000,40,6,7.757,2024-06-12,10,1,3
"5776",5776,"12-06-2024 11:00",762,2153,0,13.9,10.7,7.3,10.3,65,1022.7,4,200,2,11,0.6,40000,23,6,7.019666667,2024-06-12,11,1,3
"5777",5777,"12-06-2024 12:00",796,2236,0,14.3,11,7.6,10.5,64,1022.5,6,180,2,11,0.3,50000,24,6,5.672333333,2024-06-12,12,1,3
"5778",5778,"12-06-2024 13:00",896,2464,0,14.1,10.4,6.5,9.6,60,1022.1,7,190,2,11,0.2,50000,25,6,5.593,2024-06-12,13,1,3
"5779",5779,"12-06-2024 14:00",808,2410,0,15.4,11,6.3,9.6,55,1021.4,8,200,2,11,1,50000,200,4,5.581,2024-06-12,14,1,3
