"","X","Timestamp","counter.1","counter.2","rain","temp","wetb","dewpt","vappr","rhum","msl","wdsp","wddir","ww","w","sun","vis","clht","clamt","NO2","date","hour","school_term","weekday_iso"
"3823",3823,"15-03-2024 01:00",65,203,0,10.2,9.7,9.2,11.6,93,997.3,14,230,10,22,0,12000,8,7,7.514,2024-03-15,1,1,5
"3824",3824,"15-03-2024 02:00",48,148,0,10.3,9.8,9.3,11.7,94,997.5,11,230,10,22,0,12000,9,7,8.772333333,2024-03-15,2,1,5
"3825",3825,"15-03-2024 03:00",25,146,0,9.8,9.5,9.1,11.6,96,997.6,10,230,10,22,0,9000,9,7,6.926,2024-03-15,3,1,5
"3826",3826,"15-03-2024 04:00",22,222,0,9.8,9.6,9.4,11.8,97,997.4,10,220,20,52,0,9000,4,7,7.325,2024-03-15,4,1,5
"3827",3827,"15-03-2024 05:00",59,415,0.5,9.8,9.6,9.3,11.8,97,997.6,11,230,21,62,0,8000,5,7,10.82333333,2024-03-15,5,1,5
"3828",3828,"15-03-2024 06:00",204,980,0,9.2,9,8.8,11.3,97,998.2,8,230,1,65,0,20000,15,7,10.45566667,2024-03-15,6,1,5
"3829",3829,"15-03-2024 07:00",669,2300,0,8.9,8.8,8.6,11.2,99,998.8,7,230,2,11,0,20000,6,7,13.47733333,2024-03-15,7,1,5
"3830",3830,"15-03-2024 08:00",936,2853,0.4,8,7.8,7.5,10.4,97,1000.2,7,240,60,62,0,3000,3,7,14.456,2024-03-15,8,1,5
"3831",3831,"15-03-2024 09:00",727,2246,0,8.1,7.7,7.2,10.2,94,1001.4,10,340,21,62,0.1,20000,18,7,10.036,2024-03-15,9,1,5
"3832",3832,"15-03-2024 10:00",657,2189,0,8.9,8.3,7.6,10.5,92,1002.7,13,340,2,11,0.2,20000,9,7,6.843666667,2024-03-15,10,1,5
"3833",3833,"15-03-2024 11:00",741,2380,0,9.7,8.5,7.2,10.1,84,1003.8,14,330,2,11,0.6,40000,18,6,7.021,2024-03-15,11,1,5
"3834",3834,"15-03-2024 12:00",812,2473,0,10.8,9,7.1,10,78,1005.2,14,330,2,62,0.8,50000,18,6,4.61,2024-03-15,12,1,5
"3835",3835,"15-03-2024 13:00",800,2638,0,10.7,8.1,5.1,8.7,68,1006.4,13,330,2,11,0.3,50000,21,6,4.743666667,2024-03-15,13,1,5
"3836",3836,"15-03-2024 14:00",816,2730,0,10.8,8.1,4.8,8.6,67,1007.1,12,330,2,11,0.2,50000,22,5,4.864666667,2024-03-15,14,1,5
"3837",3837,"15-03-2024 15:00",851,2799,0,12,8.5,4.3,8.3,59,1008.4,11,310,2,11,0.3,50000,35,6,5.533333333,2024-03-15,15,1,5
"3838",3838,"15-03-2024 16:00",884,2897,0,11.6,8.3,4.3,8.3,61,1009.2,9,320,2,11,0.6,50000,35,5,7.603333333,2024-03-15,16,1,5
"3839",3839,"15-03-2024 17:00",778,2541,0,11.1,7.5,2.8,7.5,57,1010.2,9,330,2,11,0.9,50000,999,3,15.54633333,2024-03-15,17,1,5
"3840",3840,"15-03-2024 18:00",635,2331,0,10.5,7.2,3,7.5,59,1011.4,5,310,2,11,0.3,50000,999,1,21.76433333,2024-03-15,18,1,5
"3841",3841,"15-03-2024 19:00",585,1969,0,9.1,6.5,3,7.6,66,1012.3,2,310,2,11,0,50000,999,1,41.224,2024-03-15,19,1,5
"3842",3842,"15-03-2024 20:00",382,1437,0,8.3,6,2.8,7.5,69,1013,2,330,2,11,0,30000,999,2,44.71133333,2024-03-15,20,1,5
"3843",3843,"15-03-2024 21:00",366,1284,0,7,5.2,2.7,7.4,74,1014,2,80,2,11,0,20000,39,6,30.852,2024-03-15,21,1,5
"3844",3844,"15-03-2024 22:00",272,935,0,7.2,5.4,2.8,7.5,74,1014.3,3,160,2,11,0,20000,36,6,27.91066667,2024-03-15,22,1,5
"3845",3845,"15-03-2024 23:00",181,707,0,7,5.5,3.5,7.8,78,1014.5,4,120,2,11,0,20000,999,2,29.491,2024-03-15,23,1,5
"3846",3846,"16-03-2024 00:00",129,455,0,6.9,5.9,4.5,8.5,85,1014.5,6,120,2,11,0,20000,120,7,21.96966667,2024-03-16,0,1,6
"3847",3847,"16-03-2024 01:00",117,307,0,6.9,6.6,6.3,9.5,96,1014.7,5,120,2,11,0,20000,60,7,24.33733333,2024-03-16,1,1,6
"3848",3848,"16-03-2024 02:00",103,251,0.4,7.3,7.2,7,10.1,99,1014.7,5,170,60,62,0,10000,60,7,24.88066667,2024-03-16,2,1,6
"3849",3849,"16-03-2024 03:00",58,262,0.5,7.4,7.2,6.9,10,97,1014,6,150,60,62,0,10000,39,7,11.66633333,2024-03-16,3,1,6
"3850",3850,"16-03-2024 04:00",33,237,0.2,7,6.8,6.6,9.7,97,1013.7,10,140,50,65,0,7000,18,7,9.642333333,2024-03-16,4,1,6
"3851",3851,"16-03-2024 05:00",28,216,0.2,7.6,7.5,7.4,10.3,99,1013,9,120,60,65,0,5000,5,7,9.517333333,2024-03-16,5,1,6
"3852",3852,"16-03-2024 06:00",90,448,0.8,8.3,8.2,8.1,10.8,99,1012.8,11,140,61,65,0,2000,2,7,12.694,2024-03-16,6,1,6
"3853",3853,"16-03-2024 07:00",188,673,0.5,9.2,9.2,9.1,11.6,100,1012.2,12,140,61,66,0,500,1,8,18.04566667,2024-03-16,7,1,6
"3854",3854,"16-03-2024 08:00",322,1117,0.2,9.9,9.9,9.8,12.2,100,1012,10,170,61,66,0,300,1,8,10.45233333,2024-03-16,8,1,6
"3855",3855,"16-03-2024 09:00",501,1893,0.1,10,10,9.9,12.3,100,1012,10,170,61,66,0,300,1,8,10.56966667,2024-03-16,9,1,6
"3856",3856,"16-03-2024 10:00",549,2267,0.3,10.4,10.3,10.2,12.4,99,1011.4,12,160,61,66,0,300,1,8,10.59733333,2024-03-16,10,1,6
"3857",3857,"16-03-2024 11:00",701,2453,0.1,10.8,10.7,10.6,12.8,99,1011,14,170,61,66,0,200,1,8,8.163666667,2024-03-16,11,1,6
"3858",3858,"16-03-2024 12:00",727,2677,0.8,10.7,10.7,10.6,12.9,100,1010.8,13,170,61,66,0,200,1,8,7.567666667,2024-03-16,12,1,6
"3859",3859,"16-03-2024 13:00",659,2574,1.2,10.7,10.7,10.7,12.9,100,1010.5,13,180,61,66,0,2500,2,7,7.792,2024-03-16,13,1,6
"3860",3860,"16-03-2024 14:00",619,2455,2.9,10.8,10.7,10.6,12.8,99,1009.9,15,180,63,66,0,5000,2,7,7.496666667,2024-03-16,14,1,6
"3861",3861,"16-03-2024 15:00",603,2243,1.2,10.8,10.8,10.7,12.9,100,1009.5,15,180,61,66,0,1200,2,7,7.485333333,2024-03-16,15,1,6
"3862",3862,"16-03-2024 16:00",584,2096,1.7,10.7,10.7,10.6,12.9,100,1009.2,15,190,61,66,0,1600,2,7,6.369666667,2024-03-16,16,1,6
"3863",3863,"16-03-2024 17:00",488,1586,0.3,10.6,10.6,10.6,12.8,100,1009.1,15,200,61,66,0,400,1,8,7.814,2024-03-16,17,1,6
"3864",3864,"16-03-2024 18:00",414,1376,0.2,10.6,10.6,10.5,12.8,100,1009.2,14,210,61,66,0,2000,2,7,9.955,2024-03-16,18,1,6
"3865",3865,"16-03-2024 19:00",483,1541,0,10.6,10.6,10.6,12.8,100,1009.3,13,210,61,66,0,500,1,8,8.993,2024-03-16,19,1,6
"3866",3866,"16-03-2024 20:00",346,1049,0,10.5,10.5,10.4,12.7,100,1009.8,10,210,46,64,0,400,1,8,7.526875,2024-03-16,20,1,6
"3867",3867,"16-03-2024 21:00",244,743,0,10.1,10.1,10.1,12.4,100,1009.8,9,190,44,64,0,400,1,8,8.223333333,2024-03-16,21,1,6
"3868",3868,"16-03-2024 22:00",272,819,0,10.1,10.1,10.1,12.4,100,1009.7,9,200,28,42,0,1800,2,7,13.83074074,2024-03-16,22,1,6
"3869",3869,"16-03-2024 23:00",188,688,0.1,9.9,9.9,9.9,12.2,100,1009.6,6,190,28,42,0,6000,2,7,7.241333333,2024-03-16,23,1,6
"3870",3870,"17-03-2024 00:00",186,517,0,9.8,9.8,9.7,12.1,100,1009.4,4,190,10,64,0,8000,20,7,9.990333333,2024-03-17,0,0,7
"3871",3871,"17-03-2024 01:00",149,374,0,9.9,9.9,9.9,12.2,100,1008.8,6,170,46,42,0,400,1,8,12.37733333,2024-03-17,1,0,7
"3872",3872,"17-03-2024 02:00",106,290,0,9.9,9.9,9.9,12.2,100,1008.4,8,180,44,44,0,400,1,8,8.065172414,2024-03-17,2,0,7
"3873",3873,"17-03-2024 03:00",76,233,0.1,10.1,10.1,10,12.4,100,1007.8,7,180,60,64,0,400,1,8,6.163,2024-03-17,3,0,7
"3874",3874,"17-03-2024 04:00",31,180,0,10.1,10.1,10.1,12.4,100,1007.3,8,190,42,64,0,900,1,7,4.972666667,2024-03-17,4,0,7
"3875",3875,"17-03-2024 05:00",20,162,0.3,9.9,9.8,9.7,12,99,1006.8,11,190,28,64,0,6000,3,7,5.292333333,2024-03-17,5,0,7
"3876",3876,"17-03-2024 06:00",47,318,0.1,9.6,9.4,9.2,11.6,97,1006.8,13,210,20,64,0,8000,3,7,6.33,2024-03-17,6,0,7
"3877",3877,"17-03-2024 07:00",112,481,0.1,9.3,9.2,9.1,11.5,99,1007.3,15,210,60,62,0,8000,4,7,5.492666667,2024-03-17,7,0,7
"3878",3878,"17-03-2024 08:00",174,545,0,9,8.8,8.5,11.2,97,1007.8,13,230,21,62,0.1,4000,5,7,4.824,2024-03-17,8,0,7
"3879",3879,"17-03-2024 09:00",237,799,0,9.5,8.8,8.1,10.8,91,1008.4,14,230,1,62,0.7,30000,12,7,4.596333333,2024-03-17,9,0,7
"3880",3880,"17-03-2024 10:00",345,1206,0,10.3,9,7.5,10.4,83,1009.6,13,250,2,11,0.2,30000,18,6,4.523103448,2024-03-17,10,0,7
"3881",3881,"17-03-2024 11:00",490,1462,0,11.4,9.6,7.6,10.5,78,1010,11,240,2,11,0.9,30000,20,7,3.874666667,2024-03-17,11,0,7
"3882",3882,"17-03-2024 12:00",530,1768,0,12,9.8,7.5,10.3,74,1010.1,15,240,1,62,0.3,40000,22,6,3.703,2024-03-17,12,0,7
"3883",3883,"17-03-2024 13:00",466,1318,0,11.4,8.9,6.1,9.4,70,1010.4,13,250,2,11,0.6,40000,50,4,3.659,2024-03-17,13,0,7
"3884",3884,"17-03-2024 14:00",466,1517,0,13.3,10.5,7.7,10.5,68,1010.2,14,230,2,11,0.5,40000,24,6,4.817,2024-03-17,14,0,7
"3885",3885,"17-03-2024 15:00",480,1500,0,11.9,9.8,7.5,10.4,75,1010.1,13,230,2,11,0.3,40000,24,6,5.266333333,2024-03-17,15,0,7
"3886",3886,"17-03-2024 16:00",496,1450,0,11.3,9.1,6.6,9.8,73,1010.2,16,230,2,11,0.3,40000,200,7,6.073333333,2024-03-17,16,0,7
"3887",3887,"17-03-2024 17:00",448,1311,0,11.6,9.4,7.1,10,73,1009.9,14,220,2,11,1,40000,200,7,8.542666667,2024-03-17,17,0,7
"3888",3888,"17-03-2024 18:00",444,1407,0,9.8,9,8.2,10.8,89,1009.8,14,210,2,11,0.2,40000,999,3,19.02166667,2024-03-17,18,0,7
"3889",3889,"17-03-2024 19:00",451,1199,0,9.1,8.7,8.2,10.9,95,1010,15,210,2,11,0,20000,6,7,17.65733333,2024-03-17,19,0,7
"3890",3890,"17-03-2024 20:00",344,937,0,8.6,8.3,8,10.7,96,1009.9,10,210,10,22,0,16000,140,6,16.15766667,2024-03-17,20,0,7
"3891",3891,"17-03-2024 21:00",266,797,0,9,8.7,8.3,11,96,1009.8,6,190,10,11,0,10000,5,7,15.18766667,2024-03-17,21,0,7
"3892",3892,"17-03-2024 22:00",250,692,0.4,9.6,9.5,9.3,11.8,99,1009.6,10,210,50,65,0,6000,4,7,14.644,2024-03-17,22,0,7
"3893",3893,"17-03-2024 23:00",213,608,0,9.3,9,8.6,11.2,96,1009.9,10,210,20,52,0,9000,6,7,10.127,2024-03-17,23,0,7
"3894",3894,"18-03-2024 00:00",261,490,0.1,7.4,7.2,6.9,10,97,1010,8,230,20,65,0,20000,999,1,16.027,2024-03-18,0,1,1
"3895",3895,"18-03-2024 01:00",189,447,0,6.8,6.7,6.5,9.7,99,1010.4,7,230,2,11,0,20000,999,1,11.428,2024-03-18,1,1,1
"3896",3896,"18-03-2024 02:00",159,383,0,7.4,7.3,7.1,10.1,99,1010.5,5,210,10,11,0,15000,7,4,13.366,2024-03-18,2,1,1
"3897",3897,"18-03-2024 03:00",128,285,0,6.8,6.8,6.7,9.9,100,1010.5,6,220,10,11,0,12000,999,4,10.01366667,2024-03-18,3,1,1
"3898",3898,"18-03-2024 04:00",42,291,0,5.4,5.3,5.2,8.8,98,1010.7,5,210,10,0,0,10000,999,1,10.42933333,2024-03-18,4,1,1
"3899",3899,"18-03-2024 05:00",33,260,0.1,6.2,6.1,6,9.3,98,1010.5,4,210,10,11,0,5000,2,6,11.83166667,2024-03-18,5,1,1
"3900",3900,"18-03-2024 06:00",55,319,0,7.3,7.3,7.2,10.2,100,1010.3,7,210,46,41,0,800,2,7,12.49,2024-03-18,6,1,1
"3901",3901,"18-03-2024 07:00",116,514,0,8.4,8.4,8.4,11,100,1010.1,7,190,28,42,0,2000,2,7,8.013,2024-03-18,7,1,1
"3902",3902,"18-03-2024 08:00",149,599,0,9.1,9,8.8,11.4,99,1009.8,9,190,10,22,0,7000,5,7,6.592666667,2024-03-18,8,1,1
"3903",3903,"18-03-2024 09:00",231,943,0,9.5,9.5,9.4,11.9,100,1009.5,11,190,60,64,0,5000,3,7,6.874666667,2024-03-18,9,1,1
"3904",3904,"18-03-2024 10:00",358,1402,0,9.9,9.7,9.4,11.9,97,1009.1,14,190,21,62,0.1,8000,5,7,5.954333333,2024-03-18,10,1,1
"3905",3905,"18-03-2024 11:00",504,1803,0,10.5,10,9.4,11.9,94,1008.8,15,190,2,11,0,20000,8,7,5.061,2024-03-18,11,1,1
"3906",3906,"18-03-2024 12:00",553,2294,0,10.5,10,9.5,11.9,94,1008.4,17,190,2,64,0,20000,6,7,6.449333333,2024-03-18,12,1,1
"3907",3907,"18-03-2024 13:00",582,2558,0,10.3,10.1,9.9,12.2,97,1007,16,190,60,62,0,9000,5,7,6.453,2024-03-18,13,1,1
"3908",3908,"18-03-2024 14:00",612,2617,0,10.8,10.2,9.6,12,92,1006.2,18,190,21,62,0,20000,6,7,7.821666667,2024-03-18,14,1,1
"3909",3909,"18-03-2024 15:00",617,2471,0.1,10.4,10.2,10,12.3,97,1005.4,16,190,60,62,0,9000,5,7,9.984333333,2024-03-18,15,1,1
"3910",3910,"18-03-2024 16:00",549,2084,0.3,10.3,10.2,10.1,12.4,99,1004.2,18,200,61,66,0,8000,4,7,9.849333333,2024-03-18,16,1,1
"3911",3911,"18-03-2024 17:00",512,1836,0,10.3,10.2,10.1,12.4,99,1003.4,19,200,60,62,0,4000,3,7,10.01,2024-03-18,17,1,1
"3912",3912,"18-03-2024 18:00",445,1526,0.4,10.4,10.3,10.2,12.4,99,1003.4,19,200,60,62,0,3500,3,7,10.34833333,2024-03-18,18,1,1
"3913",3913,"18-03-2024 19:00",390,1354,2.5,10.4,10.3,10.2,12.4,99,1003.2,20,200,63,66,0,3000,3,7,9.722666667,2024-03-18,19,1,1
"3914",3914,"18-03-2024 20:00",287,966,0.3,10.7,10.6,10.4,12.7,99,1003.3,20,190,50,65,0,7000,3,7,8.415625,2024-03-18,20,1,1
"3915",3915,"18-03-2024 21:00",193,734,0.1,10.6,10.5,10.4,12.6,99,1003.2,20,210,20,65,0,9000,3,7,7.842142857,2024-03-18,21,1,1
"3916",3916,"18-03-2024 22:00",119,582,0,10.6,10.4,10.2,12.4,97,1003.6,18,210,10,22,0,12000,4,7,6.334137931,2024-03-18,22,1,1
"3917",3917,"18-03-2024 23:00",81,334,0,10.2,9.8,9.4,11.8,95,1004.4,15,230,10,22,0,16000,14,7,5.411,2024-03-18,23,1,1
"3918",3918,"19-03-2024 00:00",39,158,0,9,8.7,8.3,11,96,1005.7,10,230,1,65,0,20000,30,6,5.946,2024-03-19,0,1,2
"3919",3919,"19-03-2024 01:00",20,65,0,7.8,7.6,7.3,10.3,97,1006.7,8,230,2,11,0,25000,999,3,5.704333333,2024-03-19,1,1,2
"3920",3920,"19-03-2024 02:00",9,67,0,7.1,6.9,6.7,9.8,97,1007.2,7,230,2,11,0,25000,999,1,7.023666667,2024-03-19,2,1,2
"3921",3921,"19-03-2024 03:00",11,90,0,6.3,6.1,5.9,9.3,97,1008,8,220,2,11,0,20000,999,1,6.839333333,2024-03-19,3,1,2
"3922",3922,"19-03-2024 04:00",19,192,0,6.3,6.1,5.9,9.3,97,1008.2,7,230,2,11,0,18000,999,3,5.678666667,2024-03-19,4,1,2
"3923",3923,"19-03-2024 05:00",59,426,0,7.1,7,6.8,9.9,99,1009.1,7,210,2,11,0,18000,45,7,6.350666667,2024-03-19,5,1,2
"3924",3924,"19-03-2024 06:00",208,1155,0,7.4,7.3,7.2,10.1,99,1009.5,6,210,2,11,0,18000,45,6,12.51266667,2024-03-19,6,1,2
"3925",3925,"19-03-2024 07:00",696,2564,0.1,7,7,6.9,10,100,1010.2,6,220,10,22,0.1,7000,45,7,19.677,2024-03-19,7,1,2
"3926",3926,"19-03-2024 08:00",1035,3043,0,8.3,8.1,7.9,10.6,97,1010.9,6,230,10,22,0.8,6000,200,5,17.71133333,2024-03-19,8,1,2
"3927",3927,"19-03-2024 09:00",730,2409,0,9.3,8.8,8.3,10.9,93,1011.6,5,220,10,22,0.5,7000,200,6,11.37666667,2024-03-19,9,1,2
"3928",3928,"19-03-2024 10:00",635,2020,0,10.7,9.8,8.8,11.4,89,1012.1,5,210,10,22,0.4,10000,200,7,10.095,2024-03-19,10,1,2
"3929",3929,"19-03-2024 11:00",598,2094,0,11.1,9.9,8.6,11.2,85,1012.4,5,220,2,11,0,20000,40,7,6.180666667,2024-03-19,11,1,2
"3930",3930,"19-03-2024 12:00",714,2029,0,11.4,9.7,7.9,10.7,79,1012.4,5,220,2,11,0,20000,200,7,6.062666667,2024-03-19,12,1,2
"3931",3931,"19-03-2024 13:00",831,2167,0,11.6,9.7,7.6,10.5,77,1012.4,6,190,2,11,0.1,20000,40,7,6.655,2024-03-19,13,1,2
"3932",3932,"19-03-2024 14:00",752,2257,0,11.8,10.1,8.3,11,79,1012.3,6,180,2,11,0,20000,120,7,7.057333333,2024-03-19,14,1,2
"3933",3933,"19-03-2024 15:00",940,2775,0,11.2,9.6,7.9,10.7,80,1012.5,7,180,2,11,0,20000,100,7,8.593666667,2024-03-19,15,1,2
"3934",3934,"19-03-2024 16:00",925,2812,0,10.6,9.3,8,10.7,84,1012.3,7,180,2,11,0,20000,80,7,16.05933333,2024-03-19,16,1,2
"3935",3935,"19-03-2024 17:00",879,2906,0,10.1,9.6,9,11.5,93,1012.5,7,170,60,62,0,7000,60,7,25.17740741,2024-03-19,17,1,2
"3936",3936,"19-03-2024 18:00",659,2390,0,9.4,9.1,8.8,11.3,96,1012.8,6,190,60,62,0,5000,4,7,23.73066667,2024-03-19,18,1,2
"3937",3937,"19-03-2024 19:00",524,1839,0.1,8.8,8.6,8.4,11,97,1013.3,6,170,60,62,0,4000,4,7,19.43433333,2024-03-19,19,1,2
"3938",3938,"19-03-2024 20:00",376,1263,0.1,8.1,7.9,7.6,10.5,97,1013.7,5,160,60,62,0,12000,3,7,21.60366667,2024-03-19,20,1,2
"3939",3939,"19-03-2024 21:00",279,1040,0.4,7.8,7.6,7.3,10.3,97,1013.4,3,160,61,62,0,12000,60,7,24.23633333,2024-03-19,21,1,2
"3940",3940,"19-03-2024 22:00",181,529,0.4,7.7,7.4,7,10.1,96,1013.7,3,90,61,66,0,12000,50,7,27.83633333,2024-03-19,22,1,2
"3941",3941,"19-03-2024 23:00",86,318,0.8,7.7,7.6,7.4,10.4,99,1013.5,3,20,61,66,0,8000,45,7,20.409,2024-03-19,23,1,2
"3942",3942,"28-03-2024 00:00",71,239,0.1,2.9,2.3,1.3,6.7,89,968.7,8,120,25,80,0,25000,999,3,19.85233333,2024-03-28,0,0,4
"3943",3943,"28-03-2024 01:00",38,133,0.2,3.3,2.6,1.4,6.8,88,969,7,110,80,82,0,25000,130,5,19.15233333,2024-03-28,1,0,4
"3944",3944,"28-03-2024 02:00",19,160,1.2,3.6,3,2.1,7.1,90,968.4,7,100,25,82,0,25000,18,5,20.52733333,2024-03-28,2,0,4
"3945",3945,"28-03-2024 03:00",17,121,0,4.2,3.3,2,7,85,967.9,7,110,3,82,0,25000,110,7,13.522,2024-03-28,3,0,4
"3946",3946,"28-03-2024 04:00",19,205,0,4,3,1.4,6.8,83,967.6,8,100,2,11,0,25000,999,1,10.448,2024-03-28,4,0,4
"3947",3947,"28-03-2024 05:00",52,405,0,4,3.4,2.4,7.3,90,967.1,8,70,2,11,0,25000,22,7,17.03633333,2024-03-28,5,0,4
"3948",3948,"28-03-2024 06:00",224,1205,0,3.3,2.8,2.1,7.1,91,967,11,60,2,81,0.1,25000,200,7,24.39866667,2024-03-28,6,0,4
"3949",3949,"28-03-2024 07:00",614,2275,0,3.5,2.8,1.8,6.9,88,966.8,12,50,2,11,0,40000,170,7,28.987,2024-03-28,7,0,4
"3950",3950,"28-03-2024 08:00",729,2410,0,4.1,3.4,2.3,7.2,88,966.8,12,50,2,11,0,35000,140,7,17.38033333,2024-03-28,8,0,4
"3951",3951,"28-03-2024 09:00",641,2250,0,4.9,4.1,3,7.5,87,967.2,12,50,2,11,0,40000,140,7,12.20833333,2024-03-28,9,0,4
"3952",3952,"28-03-2024 10:00",626,2221,0,5.5,4.5,3,7.6,84,967.4,12,30,2,11,0,40000,130,7,12.24633333,2024-03-28,10,0,4
"3953",3953,"28-03-2024 11:00",673,2210,0,7.3,5.6,3.4,7.7,76,967.8,13,30,2,11,0.4,40000,140,7,7.375,2024-03-28,11,0,4
"3954",3954,"28-03-2024 12:00",728,2505,0,8.4,6.5,4,8.2,74,968.2,12,40,2,11,0.5,40000,20,7,6.384666667,2024-03-28,12,0,4
"3955",3955,"28-03-2024 13:00",753,2565,0,8.3,6.3,3.6,7.9,73,969.3,10,350,2,11,0.2,40000,150,7,4.750666667,2024-03-28,13,0,4
"3956",3956,"28-03-2024 14:00",707,2548,0,9,6,1.8,6.9,61,970.2,10,330,2,11,0.4,40000,30,6,5.274333333,2024-03-28,14,0,4
"3957",3957,"28-03-2024 15:00",804,2681,0,9.7,6.7,2.8,7.4,62,971.3,10,310,2,11,0.8,45000,23,5,4.23375,2024-03-28,15,0,4
"3958",3958,"28-03-2024 16:00",906,2674,0,9.8,6,0.3,6.3,52,971.9,9,280,2,11,1,45000,30,5,4.07137931,2024-03-28,16,0,4
"3959",3959,"28-03-2024 17:00",819,2968,0,9.1,6,1.5,6.9,59,972.4,6,250,2,11,0.4,45000,30,4,9.203928571,2024-03-28,17,0,4
"3960",3960,"28-03-2024 18:00",606,2535,0,7.9,5.9,3.3,7.7,72,973.2,9,200,2,11,0.7,40000,35,5,18.44166667,2024-03-28,18,0,4
"3961",3961,"28-03-2024 19:00",591,2234,0,5.9,4.3,1.8,7,76,974.2,10,210,2,11,0,40000,999,3,16.73,2024-03-28,19,0,4
"3962",3962,"28-03-2024 20:00",503,1614,0,4.1,3.3,2.1,7.1,87,975.1,7,210,2,11,0,20000,999,1,21.213,2024-03-28,20,0,4
"3963",3963,"28-03-2024 21:00",324,1125,0,3.5,3,2.2,7.2,91,975.4,7,210,2,11,0,20000,999,1,33.08366667,2024-03-28,21,0,4
"3964",3964,"28-03-2024 22:00",258,929,0,3.9,3.6,3.2,7.7,95,975.6,4,170,2,11,0,20000,160,4,34.445,2024-03-28,22,0,4
"3965",3965,"28-03-2024 23:00",154,553,0.2,5.4,5,4.4,8.4,94,975.4,7,160,80,82,0,8000,30,6,22.73266667,2024-03-28,23,0,4
"3966",3966,"29-03-2024 00:00",114,371,0.2,5,4.7,4.2,8.3,95,975.2,6,130,25,81,0,20000,16,7,21.597,2024-03-29,0,0,5
"3967",3967,"29-03-2024 01:00",59,243,0.2,5.3,5.1,4.8,8.6,97,975.2,5,130,80,82,0,20000,16,7,19.53066667,2024-03-29,1,0,5
"3968",3968,"29-03-2024 02:00",74,219,2.2,4.8,4.6,4.3,8.3,97,975.2,6,190,25,82,0,20000,29,7,15.64966667,2024-03-29,2,0,5
"3969",3969,"29-03-2024 03:00",51,143,0.4,5.1,4.8,4.3,8.4,95,975.1,8,200,25,82,0,20000,29,7,7.517333333,2024-03-29,3,0,5
"3970",3970,"29-03-2024 04:00",26,232,0.1,4.9,4.6,4.1,8.2,95,975.1,4,190,80,82,0,10000,20,6,6.682666667,2024-03-29,4,0,5
"3971",3971,"29-03-2024 05:00",45,397,0.5,5.4,5,4.4,8.4,94,975.2,5,200,25,82,0,20000,18,6,19.425,2024-03-29,5,0,5
"3972",3972,"29-03-2024 06:00",160,832,0,4.1,3.7,3,7.6,93,975.5,3,170,2,82,0,20000,150,6,34.325,2024-03-29,6,0,5
"3973",3973,"29-03-2024 07:00",417,1497,0,4.4,4,3.5,7.8,93,975.8,4,150,2,11,0.4,30000,999,1,32.38766667,2024-03-29,7,0,5
"3974",3974,"29-03-2024 08:00",481,1516,0,6.3,5.8,5.1,8.8,92,976,4,150,2,11,0.7,30000,999,3,23.505,2024-03-29,8,0,5
"3975",3975,"29-03-2024 09:00",521,1821,0,8.9,7.7,6.2,9.5,84,976.2,7,160,2,11,0.6,40000,21,6,5.999,2024-03-29,9,0,5
"3976",3976,"29-03-2024 10:00",613,2069,0,9,7.7,6.1,9.5,82,976.8,8,180,2,11,0.3,40000,21,7,8.043,2024-03-29,10,0,5
"3977",3977,"29-03-2024 11:00",722,2289,0.5,8.5,7.4,6.2,9.4,85,977.1,10,180,25,82,0.7,30000,21,7,9.435,2024-03-29,11,0,5
"3978",3978,"29-03-2024 12:00",682,2476,0,9.1,7.6,5.9,9.2,80,977.6,11,200,2,81,0.5,40000,23,7,5.628666667,2024-03-29,12,0,5
"3979",3979,"29-03-2024 13:00",803,2587,0.2,9.8,8.4,6.9,9.9,82,978.1,10,220,25,82,0.5,40000,23,7,4.059333333,2024-03-29,13,0,5
"3980",3980,"29-03-2024 14:00",733,2655,0,11.4,8.2,4.4,8.3,62,978.9,12,230,2,11,0.8,50000,24,5,3.814,2024-03-29,14,0,5
"3981",3981,"29-03-2024 15:00",715,2589,0,11.2,8.6,5.7,9.1,68,979.6,12,220,1,81,0.9,50000,999,3,5.116,2024-03-29,15,0,5
"3982",3982,"29-03-2024 16:00",719,2587,0,9.6,6.8,3.1,7.6,64,980.4,15,210,2,11,1,50000,200,7,6.065666667,2024-03-29,16,0,5
"3983",3983,"29-03-2024 17:00",672,2324,0,9.3,6.8,3.5,7.9,67,981,12,210,2,11,1,50000,200,7,8.477333333,2024-03-29,17,0,5
"3984",3984,"29-03-2024 18:00",580,2128,0,8.9,6.8,4,8.2,72,981.6,11,210,1,81,0.7,50000,200,6,12.99033333,2024-03-29,18,0,5
"3985",3985,"29-03-2024 19:00",506,1874,0,6.6,5.4,3.8,8,82,982.4,10,210,2,11,0,50000,200,5,18.93566667,2024-03-29,19,0,5
"3986",3986,"29-03-2024 20:00",414,1360,0,5.3,4.4,3.2,7.6,86,983.2,7,210,2,11,0,30000,999,3,18.53733333,2024-03-29,20,0,5
"3987",3987,"29-03-2024 21:00",268,1044,0,4.7,4.2,3.5,7.8,92,984.1,6,210,2,11,0,30000,999,1,19.28266667,2024-03-29,21,0,5
"3988",3988,"29-03-2024 22:00",223,825,0.1,5.5,-49,3.5,7.9,87,984.9,7,220,25,81,0,20000,32,6,15.71666667,2024-03-29,22,0,5
